_PlayID,_GameID,2Minute,Ballcarrier,Blitzdog,Boxplayers,Bunched,Catchable,Centerpassblockdirection,Checkroute,Chiproute,Clock,Minutes Left,Dbdepth,Deeppass,Deffront,Defpersonnel,Defplayers,Defplayersratings,Defscore,Defsubstitutions,Defsuccess,Defteam,Distance,Dldrop,Dltechniques,Doubleteam,Down,Draw,Drive,Driveendevent,Driveendfieldposition,Driveendplaynumber,Driveplay,Drivestartevent,Drivestartfieldposition,Dropbackdepth,Dropbacktype,Fieldposition,Firstcontact,Forcedfumble,Fumble,Fumblerecovery,Gainloss,Gainlossnet,Gamedate,Gameid,Gameseason,Garbagetime,Getofftime,Gsisgamekey,Gsisplayid,Gunners,Hangtime,Hash,Hashdef,Hit,Hurry,Incompletiontype,Injured,Interception,Keyplayers,Kickcontact,Kickdepth,Kickdiractual,Kickdirintended,Kicker,Kickresult,Kicktype,Kickwidth,Kickyards,Kickzone,Lbdepth,Missedtackle,Mofocplayed,Mofocshown,Negativepffgrade,Nohuddle,Noplay,Offformation,Offformationgroup,Offformationunbalanced,Offoddities,Offpersonnel,Offpersonnelbasic,Offpersonnelskill,Offplayers,Offplayersratings,Offscore,Offsubstitutions,Offsuccess,Offteam,Onlos,Operationtime,Option,Passblocking,Passbreakup,Passcoverage,Passcoverage1,Passcoverage2,Passcoverageplayers,Passdepth,Passdirection,Passer,Passpattern,Passpatternbasic,Passpatternbyplayer,Passreceiverpositiontarget,Passreceivertarget,Passresult,Passroutetarget,Passroutetargetgroup,Passrushplayers,Passrushresult,Passwidth,Passzone,Penalty,Penaltyyards,Pistol,Playaction,Playactionfake,Playclock,Playendfieldposition,Playid,Poaactual,Poachangereason,Poaintended,Positivepffgrade,Press,Pressuredetail,Previouspffplayid,Pumpfake,Puntrush,Pursuit,Qb,Qbmovedoffspot,Qbpressure,Qbpressureallowed,Qbreset,Qbscramble,Quarter,Rbalignment,Rbdepth,Rbdirection,Rbsinbackfield,Retdirectionintended,Returndirection,Returner,Returnyards,Runconcept3,Runconceptprimary,Runconceptsecondary,Runpass,Runpassoption,Sack,Score,Scoredifferential,Screen,Shiftmotion,Shotgun,Snaptime,Sortorder,Specialteamstype,Stop,Stsafeties,Stunt,Tackle,Tackleassist,Tealignment,Timetopressure,Timetothrow,Touchdown,Tricklook,Trickplay,Unblockedpressure,Vise,Week,Wralignment,Yardsaftercatch,Yardsaftercontact
4475729,21635,0,WIUN 00,0,8; ILST D05 (41); ILST D08 (19); ILST D16 (04); ILST D18 (12); ILST D32 (33); ILST D56 (22); ILST D92 (15); ILST D94 (29), , , , , ,12:09,12.15,LCB (9); FS (12); RCB (8),0,LLB (04); LOLB (12); LE (15); LILB (19); NT (22); RE (29); RLB (33); ROLB (41),3/4/2004,ILST D04 (LCB); ILST D05 (ROLB); ILST D07 (RCB); ILST D08 (LILB); ILST D16 (LLB); ILST D18 (LOLB); ILST D22 (FS); ILST D32 (RLB); ILST D56 (NT); ILST D92 (LE); ILST D94 (RE),ILST D04 (0.0); ILST D05 (+0.5); ILST D07 (0.0); ILST D08 (+0.5); ILST D16 (0.0); ILST D18 (0.0); ILST D22 (0.0); ILST D32 (-0.5); ILST D56 (-0.5); ILST D92 (0.0); ILST D94 (0.0),0,DRIVE START,2A,ILST,10, ,LE (15); NT (22); RE (29), ,1,0,1,PUNT,-20,3,1,PUNT - RETURN,-14, , ,-14,ILST D05, , , ,3,3,9/3/2022,21635,2022,0, ,82710,183, , ,L,R, , , , , ,WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-oL); WIUN 87 (TE-iL); ILST D05 (ROLB); ILST D08 (LILB); ILST D32 (RLB); ILST D56 (NT); ILST D94 (RE), , , , , , , , , , ,LOLB (0); LLB (3); LILB (5); RLB (5); ROLB (0), ,C,C,WIUN 75; WIUN 79; ILST D32; ILST D56,0,0,LWR; TE-oL; TE-iL^; HB; RWR^,3x1, , ,2-0-1-2,12,WIUN 00; WIUN 11; WIUN 13; WIUN 85; WIUN 87,WIUN 00 (HB); WIUN 05 (QB); WIUN 11 (LWR); WIUN 13 (RWR); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-oL); WIUN 87 (TE-iL),WIUN 00 (0.0); WIUN 05 (0.0); WIUN 11 (0.0); WIUN 13 (0.0); WIUN 65 (0.0); WIUN 71 (0.0); WIUN 74 (+0.5); WIUN 75 (-1.0); WIUN 79 (-0.5); WIUN 85 (+0.5); WIUN 87 (0.0),0,DRIVE START,2A,WIUN, , ,0, , ,3, , , , , , , , , , , , , , , , , , , , , ,0, , ,-17,4475729,LE, ,LE,WIUN 74; WIUN 85; ILST D05; ILST D08, , ,4475548,0, , ,WIUN 05,0, , ,0, ,1,HB,HB (-7),L,1; WIUN 00 (HB), , , , , ,PULL LEAD, ,R, , ,0,0, , , , ,8, ,ILST D05, ,0,ILST D05,ILST D18,L;L, , , ,0,0, , ,1,LWR(-17.5); RWR^(+8.5), ,2
4475808,21635,0,WIUN 00,1,8; ILST D05 (35); ILST D08 (15); ILST D18 (06); ILST D22 (16); ILST D32 (28); ILST D56 (20); ILST D92 (11); ILST D94 (27), , , , , ,11:35,11.58,LCB (8); SSL (8); SS (8); RCB (8),0,SSL (00); LOLB (06); LEO (11); LLB (15); SS (16); DLT (20); DRT (27); RILB (28); ROLB (35),3/4/2004,ILST D04 (LCB); ILST D05 (ROLB); ILST D07 (RCB); ILST D08 (LLB); ILST D16 (SSL); ILST D18 (LOLB); ILST D22 (SS); ILST D32 (RILB); ILST D56 (DLT); ILST D92 (LEO); ILST D94 (DRT),ILST D04 (0.0); ILST D05 (+0.5); ILST D07 (0.0); ILST D08 (0.0); ILST D16 (0.0); ILST D18 (+0.5); ILST D22 (0.0); ILST D32 (0.0); ILST D56 (+0.5); ILST D92 (0.0); ILST D94 (+0.5),0, ,1G,ILST,7, ,LEO (11); DLT (20); DRT (27), ,2,0,1,PUNT,-20,3,2,PUNT - RETURN,-14, , ,-17,ILST D22, , , ,3,3,9/3/2022,21635,2022,0, ,82710,205, , ,L,R, , , , , ,WIUN 65 (LG); WIUN 74 (RG); WIUN 79 (LT); WIUN 85 (TE-L); WIUN 87 (TE-R); ILST D05 (ROLB); ILST D18 (LOLB); ILST D56 (DLT); ILST D92 (LEO); ILST D94 (DRT), , , , , , , , , , ,LOLB (0); LLB (3); RILB (5); ROLB (0), ,C,O,WIUN 65; WIUN 74; WIUN 79; WIUN 85,0,0,LWR^; TE-L; HB; TE-R^; RWR,2x2, , ,2-0-1-2,12,WIUN 00; WIUN 11; WIUN 13; WIUN 85; WIUN 87,WIUN 00 (HB); WIUN 05 (QB); WIUN 11 (RWR); WIUN 13 (LWR); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-L); WIUN 87 (TE-R),WIUN 00 (0.0); WIUN 05 (0.0); WIUN 11 (0.0); WIUN 13 (0.0); WIUN 65 (-0.5); WIUN 71 (0.0); WIUN 74 (-0.5); WIUN 75 (0.0); WIUN 79 (-0.5); WIUN 85 (-0.5); WIUN 87 (0.0),0, ,3R,WIUN, , ,0, , ,3b, , , , , , , , , , , , , , , , , , , , , ,0, ,12,-20,4475808,RE,FORCED,MR,ILST D05; ILST D18; ILST D56; ILST D94, , ,4475729,0, , ,WIUN 05,0, , ,0, ,1,HB,HB (-7),L,1; WIUN 00 (HB), , , , , ,INSIDE ZONE,SPLIT,R, , ,0,0, ,WIUN 85* (R:Lx), , ,9, ,ILST D18, ,0,ILST D18,ILST D22,L;R, , , ,0,0, , ,1,LWR^(-17.5); RWR(+10.5), ,2
4475841,21635,0, ,0,7; ILST D05 (07); ILST D08 (30); ILST D18 (34); ILST D22 (26); ILST D32 (19); ILST D92 (25); ILST D94 (16), ,1,R, , ,10:56,10.93,LCB (8); SS (7); FSR (14); SCBoR (3); RCB (7),0,LOLB (07); DLT (16); LILB (19); DRT (25); SS (26); ROLB (30); ROLB (34),2/4/2005,ILST D04 (FSR); ILST D05 (LOLB); ILST D07 (LCB); ILST D08 (ROLB); ILST D16 (SCBoR); ILST D18 (ROLB); ILST D21 (RCB); ILST D22 (SS); ILST D32 (LILB); ILST D92 (DRT); ILST D94 (DLT),ILST D04 (0.0); ILST D05 (0.0); ILST D07 (-0.5); ILST D08 (0.0); ILST D16 (0.0); ILST D18 (0.0); ILST D21 (0.0); ILST D22 (0.0); ILST D32 (0.0); ILST D92 (0.0); ILST D94 (0.0),0,ILST D21,1G,ILST,4, ,DLT (16); DRT (25), ,3,0,1,PUNT,-20,3,3,PUNT - RETURN,-14,8,SD,-20, , , , , ,0,9/3/2022,21635,2022,0, ,82710,227, , ,C,C, , ,DP, , ,WIUN 04 (RWR); WIUN 05 (QB); ILST D07 (LCB), , , , , , , , , , ,LOLB (0); LILB (1); ROLB (0); ROLB (0), ,O,O,WIUN 04; ILST D07,0,0,LWR; SLoWR; SLiWR^; HB-R; RWR^,3x1, ,TE>SLiWR,3-0-1-1,11,WIUN 00; WIUN 04; WIUN 11; WIUN 13; WIUN 85,WIUN 00 (HB-R); WIUN 04 (RWR); WIUN 05 (QB); WIUN 11 (LWR); WIUN 13 (SLoWR); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (SLiWR),WIUN 00 (0.0); WIUN 04 (-1.0); WIUN 05 (+0.5); WIUN 11 (0.0); WIUN 13 (0.0); WIUN 65 (0.0); WIUN 71 (0.0); WIUN 74 (0.0); WIUN 75 (0.0); WIUN 79 (0.0); WIUN 85 (0.0),0,WIUN 04,3R,WIUN, , ,0,6; WIUN 00 (HB-R); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT), ,2,ILST D07, ,7; ILST D04; ILST D05; ILST D07; ILST D16; ILST D21; ILST D22; ILST D32,13,M,WIUN 05 (QB),LWR 9; SLoWR 3(18); SLiWR 3(2); HB-R kr; RWR 4(13),9; 3; 3; -; 4,WIUN 11 9; WIUN 13 3(18); WIUN 85 3(2); WIUN 00 kr; WIUN 04 4(13),RWR,WIUN 04,INCOMPLETE,4(13),4R,4; ILST D08 (ROLB); ILST D18 (ROLB); ILST D92 (DRT); ILST D94 (DLT), ,30,4, , , ,0, ,10,-20,4475841, , , ,WIUN 05, , ,4475808,0, , ,WIUN 05,0, , ,0, ,1,HB-R,HB-R (-5),R,1; WIUN 00 (HB-R), , , , , , , ,P, , ,0,0, , ,S, ,10, , , ,1, , , , ,2.2, ,0,0, , ,1,LWR(-16.5); SLoWR(-10.5); SLiWR^(-5.5); RWR^(+15.5), , 
4477896,21635,0,WIUN 00,1,9; ILST D05 (36); ILST D07 (35); ILST D08 (11); ILST D16 (00); ILST D18 (09); ILST D32 (27); ILST D56 (22); ILST D92 (15); ILST D94 (29), , , , , ,13:59,13.98,LCB (7); FSL (12),0,LLB (00); LOLB (09); LLB (11); LE (15); NT (22); RILB (27); RE (29); RLB (35); ROLB (36),3/4/2004,ILST D04 (LCB); ILST D05 (ROLB); ILST D07 (RLB); ILST D08 (LLB); ILST D16 (LLB); ILST D18 (LOLB); ILST D22 (FSL); ILST D32 (RILB); ILST D56 (NT); ILST D92 (LE); ILST D94 (RE),ILST D04 (0.0); ILST D05 (0.0); ILST D07 (0.0); ILST D08 (0.0); ILST D16 (0.0); ILST D18 (-0.5); ILST D22 (0.0); ILST D32 (+0.5); ILST D56 (0.0); ILST D92 (0.0); ILST D94 (+0.5),0,DRIVE START,1G,ILST,10, ,LE (15); NT (22); RE (29), ,1,0,2,TOUCHDOWN,0,2,1,PUNT - DOWNED,-8, , ,-8,ILST D22, , , ,13,-4,9/3/2022,21635,2022,0, ,82710,874, , ,L,R, , , , , ,WIUN 00 (HB); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); ILST D16 (LLB); ILST D18 (LOLB); ILST D32 (RILB); ILST D94 (RE), , , , , , , , , , ,LOLB (0); LLB (2); LLB (5); RILB (5); RLB (3); ROLB (0), ,O,O,WIUN 71; WIUN 75; WIUN 79; ILST D18,0,1,TE-L^; HB; TE-R^; SRWR; RWR,1x3, , ,2-0-1-2,12,WIUN 00; WIUN 11; WIUN 13; WIUN 85; WIUN 87,WIUN 00 (HB); WIUN 05 (QB); WIUN 11 (RWR); WIUN 13 (SRWR); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-L); WIUN 87 (TE-R),WIUN 00 (+0.5); WIUN 05 (0.0); WIUN 11 (0.0); WIUN 13 (0.0); WIUN 65 (0.0); WIUN 71 (-1.0); WIUN 74 (+0.5); WIUN 75 (-0.5); WIUN 79 (-0.5); WIUN 85 (0.0); WIUN 87 (0.0),7,DRIVE START,3R,WIUN, , ,0, , ,2b, , , , , , , , , , , , , , , , , , ,WIUN 71 OH,-4, ,0, ,12,-4,4477896,RE, ,RE,WIUN 00; WIUN 74; ILST D32; ILST D94, , ,4477770,0, , ,WIUN 05,0, , ,0, ,2,HB,HB (-7),R,1; WIUN 00 (HB), , , , , ,PULL LEAD, ,R, , ,7,7, , , , ,37, , , ,1,ILST D22, ,L;R, , , ,0,0, , ,1,SRWR(+6.5); RWR(+13.5), ,3
4477995,21635,0,WIUN 00,1,9; ILST D05 (34); ILST D07 (40); ILST D08 (16); ILST D18 (07); ILST D22 (34); ILST D32 (28); ILST D56 (21); ILST D92 (15); ILST D94 (28), , , , , ,13:31,13.52,LCB (8); SSL (7),0,LOLB (07); SSL (09); LE (15); LILB (16); NLT (21); DRT (28); RILB (28); RLB (34); ROLB (34); ROLB (40),3/4/2004,ILST D04 (LCB); ILST D05 (ROLB); ILST D07 (ROLB); ILST D08 (LILB); ILST D16 (SSL); ILST D18 (LOLB); ILST D22 (RLB); ILST D32 (RILB); ILST D56 (NLT); ILST D92 (LE); ILST D94 (DRT),ILST D04 (-1.0); ILST D05 (-1.0); ILST D07 (-0.5); ILST D08 (0.0); ILST D16 (-0.5); ILST D18 (0.0); ILST D22 (0.0); ILST D32 (0.0); ILST D56 (+0.5); ILST D92 (-0.5); ILST D94 (0.0),0, ,3R,ILST,14, ,LE (15); NLT (21); DRT (28), ,1,0,2,TOUCHDOWN,0,2,2,PUNT - DOWNED,-8, , ,-4,ILST D05, , , ,96,96,9/3/2022,21635,2022,0, ,82710,897, , ,L,R, , , , , ,WIUN 00 (HB); WIUN 13 (RWR); WIUN 65 (LG); WIUN 74 (RG); WIUN 87 (TE-R); ILST D04 (LCB); ILST D05 (ROLB); ILST D07 (ROLB); ILST D08 (LILB); ILST D16 (SSL); ILST D56 (NLT); ILST D92 (LE), , , , , , , , , , ,LOLB (0); LILB (5); RILB (5); RLB (6); ROLB (0); ROLB (0),ILST D05; ILST D07,O,O,WIUN 74; ILST D04; ILST D05; ILST D07; ILST D16; ILST D92,0,0,TE-L^; HB; FB-R; TE-R^; RWR,1x2, , ,1-1-1-2,22,WIUN 00; WIUN 13; WIUN 34; WIUN 85; WIUN 87,WIUN 00 (HB); WIUN 05 (QB); WIUN 13 (RWR); WIUN 34 (FB-R); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-L); WIUN 87 (TE-R),WIUN 00 (+1.0); WIUN 05 (0.0); WIUN 13 (+0.5); WIUN 34 (0.0); WIUN 65 (0.0); WIUN 71 (0.0); WIUN 74 (-0.5); WIUN 75 (0.0); WIUN 79 (0.0); WIUN 85 (0.0); WIUN 87 (+0.5),7,WIUN 34,1G,WIUN, , ,0, , ,4b, , , , , , , , , , , , , , , , , , , , , ,0, ,5,0,4477995,RE, ,RE,WIUN 00; WIUN 13; WIUN 87; ILST D56, , ,4477896,0, , ,WIUN 05,0, , ,0, ,2,HB; FB-R,HB (-7); FB-R (-3),R,2; WIUN 00 (HB); WIUN 34 (FB-R), , , , , ,POWER,LEAD,R, , ,7,7, ,WIUN 13* (R:L{R}), , ,38, , , ,1, , ,L;R, , ,WIUN 00,0,0, , ,1,RWR(+0.5), ,96
4478447,21635,0,WIUN 01,0,7; ILST D05 (07); ILST D08 (27); ILST D18 (33); ILST D32 (17); ILST D56 (22); ILST D92 (29); ILST D94 (15), , , , , ,10:53,10.88,LCB (8); SSL (9); SSR (8); RCB (4),0,LOLB (07); SSL (10); LE (15); LILB (17); NT (22); RILB (27); RE (29); ROLB (33); SSR (35),3/4/2004,ILST D03 (LCB); ILST D05 (LOLB); ILST D07 (RCB); ILST D08 (RILB); ILST D16 (SSR); ILST D18 (ROLB); ILST D23 (SSL); ILST D32 (LILB); ILST D56 (NT); ILST D92 (RE); ILST D94 (LE),ILST D03 (0.0); ILST D05 (-0.5); ILST D07 (0.0); ILST D08 (-1.0); ILST D16 (0.0); ILST D18 (0.0); ILST D23 (-0.5); ILST D32 (-0.5); ILST D56 (0.0); ILST D92 (-0.5); ILST D94 (0.0),0,DRIVE START,3R,ILST,10, ,LE (15); NT (22); RE (29), ,1,0,3,FIELD GOAL,10,12,1,PUNT - DOWNED,-22, , ,-22,ILST D94, , , ,13,13,9/3/2022,21635,2022,0, ,82710,1054, , ,R,L, , , , , ,WIUN 01 (HB); WIUN 03 (RWR); WIUN 34 (FB-R); WIUN 65 (LG); WIUN 71 (RT); WIUN 75 (C); WIUN 87 (TE-R); ILST D05 (LOLB); ILST D08 (RILB); ILST D23 (SSL); ILST D32 (LILB); ILST D92 (RE); ILST D94 (LE), , , , , , , , , , ,LOLB (0); LILB (4); RILB (4); ROLB (0), ,O,O,WIUN 03; ILST D05; ILST D08; ILST D23; ILST D32; ILST D92,0,0,LWR^; HB; FB-R; TE-R; RWR^,1x2, , ,2-1-1-1,21,WIUN 01; WIUN 03; WIUN 04; WIUN 34; WIUN 87,WIUN 01 (HB); WIUN 03 (RWR); WIUN 04 (LWR); WIUN 05 (QB); WIUN 34 (FB-R); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 87 (TE-R),WIUN 01 (+0.5); WIUN 03 (-0.5); WIUN 04 (0.0); WIUN 05 (0.0); WIUN 34 (0.0); WIUN 65 (+0.5); WIUN 71 (0.0); WIUN 74 (0.0); WIUN 75 (+0.5); WIUN 79 (0.0); WIUN 87 (+0.5),14,DRIVE START,1G,WIUN, , ,0, , ,4, , , , , , , , , , , , , , , , , , , , , ,0, ,7,-35,4478447,RT, ,RT,WIUN 01; WIUN 65; WIUN 75; WIUN 87, , ,4478373,0, , ,WIUN 05,0, , ,0, ,2,HB; FB-R,HB (-6); FB-R (-3),R,2; WIUN 01 (HB); WIUN 34 (FB-R), , , , , ,POWER,LEAD,R, , ,14,14, ,WIUN 87* (L:Rx), , ,46, , , ,0,ILST D16,ILST D18,R, , , ,0,0, , ,1,LWR^(+0.5); RWR^(+16.5), ,12
4478500,21635,0,WIUN 01,1,7; ILST D05 (10); ILST D08 (27); ILST D18 (36); ILST D32 (18); ILST D56 (23); ILST D92 (30); ILST D94 (15), , , , , ,10:20,10.33,LCB (0); SSL (10); SSR (10); RCB (8),0,SSL (06); LOLB (10); LE (15); LILB (18); NRT (23); RILB (27); RE (30); SSR (35); ROLB (36),3/4/2004,ILST D03 (LCB); ILST D05 (LOLB); ILST D07 (RCB); ILST D08 (RILB); ILST D16 (SSR); ILST D18 (ROLB); ILST D23 (SSL); ILST D32 (LILB); ILST D56 (NRT); ILST D92 (RE); ILST D94 (LE),ILST D03 (0.0); ILST D05 (+0.5); ILST D07 (0.0); ILST D08 (+0.5); ILST D16 (0.0); ILST D18 (+0.5); ILST D23 (0.0); ILST D32 (0.0); ILST D56 (+0.5); ILST D92 (0.0); ILST D94 (+0.5),0, ,1G,ILST,10, ,LE (15); NRT (23); RE (30), ,1,0,3,FIELD GOAL,10,12,2,PUNT - DOWNED,-22, , ,-35,ILST D94, , , ,2,2,9/3/2022,21635,2022,0, ,82710,1076, , ,R,L, , , , , ,WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); ILST D05 (LOLB); ILST D08 (RILB); ILST D18 (ROLB); ILST D56 (NRT); ILST D94 (LE), , , , , , , , , , ,LOLB (0); LILB (5); RILB (5); ROLB (0), ,C,O,WIUN 65; WIUN 71; WIUN 74; WIUN 75; WIUN 79,0,0,LWR; TE-L^; FB; HB; RWR^,2x1, , ,2-1-1-1,21,WIUN 01; WIUN 03; WIUN 04; WIUN 34; WIUN 87,WIUN 01 (HB); WIUN 03 (LWR); WIUN 04 (RWR); WIUN 05 (QB); WIUN 34 (FB); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 87 (TE-L),WIUN 01 (0.0); WIUN 03 (0.0); WIUN 04 (0.0); WIUN 05 (0.0); WIUN 34 (0.0); WIUN 65 (-1.0); WIUN 71 (-0.5); WIUN 74 (-1.0); WIUN 75 (-0.5); WIUN 79 (-0.5); WIUN 87 (0.0),14, ,3R,WIUN, , ,0, , ,3CLb, , , , , , , , , , , , , , , , , , , , , ,0, ,12,-37,4478500,LE, ,LE,ILST D05; ILST D08; ILST D18; ILST D56; ILST D94,ILST D03 > WIUN 04, ,4478447,0, , ,WIUN 05,0, , ,0, ,2,HB; FB,HB (-7); FB (-4),L,2; WIUN 01 (HB); WIUN 34 (FB), , , , , ,PULL LEAD,LEAD,R, , ,14,14, , , , ,47, ,ILST D94, ,0,ILST D94, ,L, , , ,0,0, , ,1,LWR(-7.5); RWR^(+17.5), ,2
4478549,21635,0,WIUN 85,0,6; ILST D05 (36); ILST D08 (15); ILST D32 (28); ILST D56 (20); ILST D92 (12); ILST D94 (27), ,1,R, , ,9:43,9.72,LCB (8); SCBL (3); SSL (10); FS (9); SSR (8),0,SSL (00); LEO (12); LLB (15); DLT (20); DRT (27); RILB (28); ROLB (36); SSR (39),3/4/2004,ILST D03 (SSR); ILST D05 (ROLB); ILST D07 (LCB); ILST D08 (LLB); ILST D16 (SSL); ILST D18 (SCBL); ILST D23 (FS); ILST D32 (RILB); ILST D56 (DLT); ILST D92 (LEO); ILST D94 (DRT),ILST D03 (0.0); ILST D05 (0.0); ILST D07 (0.0); ILST D08 (0.0); ILST D16 (0.0); ILST D18 (-0.5); ILST D23 (0.0); ILST D32 (0.0); ILST D56 (0.0); ILST D92 (0.0); ILST D94 (0.0),0, ,3R,ILST,8, ,LEO (12); DLT (20); DRT (27), ,2,0,3,FIELD GOAL,10,12,3,PUNT - DOWNED,-22,8,SD,-37,ILST D23, , , ,14,14,9/3/2022,21635,2022,0, ,82710,1098, , ,L,R, , , , , ,WIUN 85 (TE-R); ILST D18 (SCBL), , , , , , , , , , ,LLB (3); RILB (4); ROLB (0), ,C,O,ILST D18,0,0,TE-L^; HB; TE-R; SRWR; RWR^,1x3, , ,2-0-1-2,12,WIUN 00; WIUN 03; WIUN 04; WIUN 85; WIUN 87,WIUN 00 (HB); WIUN 03 (RWR); WIUN 04 (SRWR); WIUN 05 (QB); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-R); WIUN 87 (TE-L),WIUN 00 (0.0); WIUN 03 (0.0); WIUN 04 (0.0); WIUN 05 (0.0); WIUN 65 (0.0); WIUN 71 (0.0); WIUN 74 (0.0); WIUN 75 (0.0); WIUN 79 (0.0); WIUN 85 (+0.5); WIUN 87 (0.0),14,WIUN 00; WIUN 85,1G,WIUN, , ,0,6; WIUN 00 (HB); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT), ,3S,ILST D18, ,7; ILST D03; ILST D05; ILST D07; ILST D16; ILST D18; ILST D23; ILST D32,3,M,WIUN 05 (QB),TE-L 4(11); HB kl; TE-R 1; SRWR 3(14); RWR 9,4; -; 3; 3; 9,WIUN 87 4(11); WIUN 00 kl; WIUN 85 1; WIUN 04 3(14); WIUN 03 9,TE-R,WIUN 85,COMPLETE,1,1R,4; ILST D08 (LLB); ILST D56 (DLT); ILST D92 (LEO); ILST D94 (DRT), ,43,5R, , , ,0, ,10,49,4478549, , , ,WIUN 85, , ,4478500,0, , ,WIUN 05,0, , ,0, ,2,HB,HB (-7),L,1; WIUN 00 (HB), , , , , , , ,P, , ,14,14, ,WIUN 85* (L:Rx), , ,48, , , ,0,ILST D18,ILST D23,L;R, ,2.8, ,0,0, , ,1,SRWR(+6.5); RWR^(+12.5),11,4
4478640,21635,0,WIUN 00,1,8; ILST D05 (10); ILST D08 (27); ILST D16 (36); ILST D18 (39); ILST D32 (17); ILST D56 (22); ILST D92 (30); ILST D94 (17), , , , , ,9:04,9.07,LCB (9); FS (11); RCB (4),0,LOLB (10); LILB (17); DLT (17); NT (22); RILB (27); RE (30); RLB (36); ROLB (39),3/4/2004,ILST D03 (LCB); ILST D05 (LOLB); ILST D07 (RCB); ILST D08 (RILB); ILST D16 (RLB); ILST D18 (ROLB); ILST D23 (FS); ILST D32 (LILB); ILST D56 (NT); ILST D92 (RE); ILST D94 (DLT),ILST D03 (0.0); ILST D05 (0.0); ILST D07 (0.0); ILST D08 (0.0); ILST D16 (0.0); ILST D18 (0.0); ILST D23 (0.0); ILST D32 (0.0); ILST D56 (-0.5); ILST D92 (-0.5); ILST D94 (-0.5),0, ,3R,ILST,10, ,DLT (17); NT (22); RE (30), ,1,0,3,FIELD GOAL,10,12,4,PUNT - DOWNED,-22, , ,49,ILST D05, , , ,8,8,9/3/2022,21635,2022,0, ,82710,1122, , ,R,L, , , , , ,WIUN 00 (HB); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); ILST D56 (NT); ILST D92 (RE); ILST D94 (DLT), , , , , , , , , , ,LOLB (0); LILB (5); RILB (4); RLB (5); ROLB (0), ,C,C,ILST D56; ILST D92; ILST D94,0,0,LWR^; TE-L; HB; TE-R; RWR^,2x2, , ,2-0-1-2,12,WIUN 00; WIUN 03; WIUN 04; WIUN 85; WIUN 87,WIUN 00 (HB); WIUN 03 (LWR); WIUN 04 (RWR); WIUN 05 (QB); WIUN 65 (LG); WIUN 71 (RT); WIUN 74 (RG); WIUN 75 (C); WIUN 79 (LT); WIUN 85 (TE-R); WIUN 87 (TE-L),WIUN 00 (+0.5); WIUN 03 (0.0); WIUN 04 (0.0); WIUN 05 (0.0); WIUN 65 (+0.5); WIUN 71 (+0.5); WIUN 74 (+0.5); WIUN 75 (0.0); WIUN 79 (0.0); WIUN 85 (0.0); WIUN 87 (0.0),14, ,1G,WIUN, , ,0, , ,3b, , , , , , , , , , , , , , , , , , , , , ,0, ,11,41,4478640,RT, ,RT,WIUN 00; WIUN 65; WIUN 71; WIUN 74, , ,4478549,0, , ,WIUN 05,0, , ,0, ,2,HB,HB (-7),L,1; WIUN 00 (HB), , , , , ,INSIDE ZONE, ,R, , ,14,14, ,WIUN 85* (L:Rx), , ,49, , , ,0,ILST D05, ,L;R, , , ,0,0, , ,1,LWR^(+0.5); RWR^(+11.5), ,3
