Playid,Gameid,Gamedate,Gameseason,Week,Gsisgamekey,Gsisplayid,Quarter,Down,Clock,Minutes Left,Blitzdog,Catchable,Deeppass,Defscore,Draw,Drive,Driveplay,Gainloss,Garbagetime,First_Down_Gained,Getofftime,Kickyards,Nohuddle,Noplay,Offformationunbalanced,Offscore,Option,Penaltyyards,Playaction,Previouspffplayid,Nextpffplayid,Returnyards,Score,Screen,Snaptime,Sortorder,Stunt,Timetopressure,Timetothrow,Tricklook,Trickplay,Yardsaftercatch,Yardsaftercontact,2Minute,Ballcarrier,Boxplayers,Bunched,Centerpassblockdirection,Checkroute,Chiproute,Dbdepth,Deffront,Defpersonnel,Defplayers,Defplayersratings,Defsubstitutions,Defsuccess,Defteam,Distance,Dldrop,Dltechniques,Doubleteam,Driveendevent,Driveendfieldposition,Driveendplaynumber,Drivestartevent,Drivestartfieldposition,Dropbackdepth,Dropbacktype,Fieldposition,Firstcontact,Forcedfumble,Fumble,Fumblerecovery,Gainlossnet,Gunners,Hangtime,Hash,Hashdef,Hit,Hurry,Incompletiontype,Injured,Interception,Keyplayers,Kickcontact,Kickdepth,Kickdiractual,Kickdirintended,Kicker,Kickresult,Kicktype,Kickwidth,Kickzone,Lbdepth,Missedtackle,Mofocplayed,Mofocshown,Negativepffgrade,Offformation,Offformationgroup,Offoddities,Offpersonnel,Offpersonnelbasic,Offpersonnelskill,Offplayers,Offplayersratings,Offsubstitutions,Offsuccess,Offteam,Onlos,Operationtime,Passblocking,Passbreakup,Passcoverage,Passcoverage1,Passcoverage2,Passcoverageplayers,Passdepth,Passdirection,Passer,Passpattern,Passpatternbasic,Passpatternbyplayer,Passreceiverpositiontarget,Passreceivertarget,Passresult,Passroutetarget,Passroutetargetgroup,Passrushplayers,Passrushresult,Passwidth,Passzone,Penalty,Pistol,Playactionfake,Playendfieldposition,Poaactual,Poachangereason,Poaintended,Positivepffgrade,Press,Pressuredetail,Pumpfake,Puntrush,Pursuit,Qb,Qbmovedoffspot,Qbpressure,Qbpressureallowed,Qbreset,Qbscramble,Rbalignment,Rbdepth,Rbdirection,Rbsinbackfield,Retdirectionintended,Returndirection,Returner,Runconceptprimary,Runconceptsecondary,Runpass,Sack,Scoredifferential,Shiftmotion,Shotgun,Specialteamstype,Stop,Stsafeties,Tackle,Tackleassist,Tealignment,Touchdown,Unblockedpressure,Vise,Wralignment1,Wralignment2,Wralignment3,Wralignment4,,Contested,Runpassoption,Playclock
4453436,21589,9/1/2022,2022,1,82512,37,1,0,15:00,15,0,,0,0,0,,,65,0,,,65,0,0,0,0,0,,0,,4453502,,0,0,,1,0,,,0,0,,,0,,,,,,,,5-May,,INPU 04 (R1); INPU 85 (R3); INPU D00 (R2); INPU D12 (L1); INPU D17 (R4); INPU D20 (L3); INPU D23 (R5); INPU D37 (L4); INPU D42 (L2); INPU D97 (L5); INPU S39 (PK),INPU 04 (0.0); INPU 85 (0.0); INPU D00 (0.0); INPU D12 (0.0); INPU D17 (0.0); INPU D20 (0.0); INPU D23 (0.0); INPU D37 (0.0); INPU D42 (0.0); INPU D97 (0.0); INPU S39 (0.0),,,INPU,0,,,,,,,,,,,-35,,,,,40,,3.86,L,R,,,,,,,,65,C,C,INPU S39,FAIR CATCH,D,25,4,,,,,,,6-0-3,,,,,PAST 10 (KR); PAST 28 (KFB); PAST 44 (LB); PAST 80 (LF1); PAST 82 (LF3); PAST D03 (RF1); PAST D06 (RF3); PAST D29 (LF2); PAST D34 (RF2); PAST D39 (MB); PAST D94 (RB),PAST 10 (0.0); PAST 28 (0.0); PAST 44 (0.0); PAST 80 (0.0); PAST 82 (0.0); PAST D03 (0.0); PAST D06 (0.0); PAST D29 (0.0); PAST D34 (0.0); PAST D39 (0.0); PAST D94 (0.0),,,PAST,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,0,,,,0,,,0,,,,,,,,PAST 10,,,,,0,,,KICKOFF,,2; INPU 04 (R1); INPU D20 (L3),,,,,,,,,,,,,0,
4453598,21589,9/1/2022,2022,1,82512,148,1,1,14:03,14.05,0,1,0,0,0,1,1,8,0,,,,0,0,0,0,0,,0,4453553,4453616,,0,0,,6,1,1.7,2.4,0,0,8,2,0,INPU 22,5; PAST D20 (33); PAST D43 (18); PAST D46 (11); PAST D51 (27); PAST D97 (19),,L,,,LCB (6); SCBL (3); FSL (13); FSR (12); SCBR (4); RCB (2),LOLB (11); LILB (18); DLT (19); DRT (27); ROLB (33),4/3/2004,PAST D00 (SCBL); PAST D02 (FSL); PAST D04 (RCB); PAST D09 (LCB); PAST D16 (FSR); PAST D20 (ROLB); PAST D23 (SCBR); PAST D43 (LILB); PAST D46 (LOLB); PAST D51 (DRT); PAST D97 (DLT),PAST D00 (0.0); PAST D02 (0.0); PAST D04 (0.0); PAST D09 (0.0); PAST D16 (0.0); PAST D20 (0.0); PAST D23 (0.0); PAST D43 (-0.5); PAST D46 (0.0); PAST D51 (0.0); PAST D97 (0.0),DRIVE START,3R,PAST,10,,DLT (19); DRT (27),,PUNT,40,7,PUNT - FC,-31,7,SD,-31,PAST D23,,,,8,,,C,C,,PAST D46,,,,INPU 22 (HB-R); INPU 63 (RG); PAST D43 (LILB); PAST D46 (LOLB),,,,,,,,,,LOLB (0); LILB (3); ROLB (1),,O,O,INPU 63; PAST D43,LWR; SLWR^; HB-R; SRWR; RWR^,2x2,TE>SLWR,3-0-1-1,11,INPU 08; INPU 13; INPU 15; INPU 22; INPU 87,INPU 08 (SRWR); INPU 13 (LWR); INPU 15 (RWR); INPU 16 (QB); INPU 22 (HB-R); INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG); INPU 87 (SLWR),INPU 08 (0.0); INPU 13 (0.0); INPU 15 (0.0); INPU 16 (0.0); INPU 22 (+0.5); INPU 53 (0.0); INPU 63 (-1.0); INPU 68 (0.0); INPU 74 (0.0); INPU 75 (0.0); INPU 87 (0.0),DRIVE START,1G,INPU,INPU 15; INPU 87,,5; INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),,4,PAST D43,,7; PAST D00; PAST D02; PAST D04; PAST D09; PAST D16; PAST D23; PAST D43,0,M,INPU 16 (QB),LWR 9y; SLWR 6(10); HB-R h66(0); SRWR 6(10); RWR 9y,9; 6; H6; 6; 9,INPU 13 9y; INPU 87 6(10); INPU 22 h66(0); INPU 08 6(10); INPU 15 9y,HB-R,INPU 22,COMPLETE,h66(0),H6,4; PAST D20 (ROLB); PAST D46 (LOLB); PAST D51 (DRT); PAST D97 (DLT),HURRY,28,4,,,,-39,,,,INPU 22,PAST D04 > INPU 13,PAST D46 (U) INPU 63,0,,,INPU 16,1,PAST D46,INPU 63,0,,HB-R,HB-R (-5),,1; INPU 22 (HB-R),,,,,,P,,0,INPU 22* (B:B); INPU 87* (R:Lx),S,,,,PAST D23,,,,PAST D46 (R.A.S) LOLB,,-14.5,-5.5,10.5,18.5,,,0,16
4453616,21589,9/1/2022,2022,1,82512,172,1,2,13:33,13.55,0,1,0,0,0,1,2,10,0,1,,,0,0,0,0,0,,1,4453598,4453648,,0,0,,7,0,,1.5,0,0,3,2,0,INPU 15,6; PAST D20 (33); PAST D23 (18); PAST D43 (28); PAST D46 (10); PAST D51 (25); PAST D97 (17),,L,,,LCB (1); FS (19); SCBiR (4); SCBoR (8); RCB (1),LOLB (10); DLT (17); LILB (18); DRT (25); RILB (28); ROLB (33),4/3/2004,PAST D00 (SCBiR); PAST D02 (FS); PAST D04 (RCB); PAST D09 (LCB); PAST D16 (SCBoR); PAST D20 (ROLB); PAST D23 (LILB); PAST D43 (RILB); PAST D46 (LOLB); PAST D51 (DRT); PAST D97 (DLT),PAST D00 (0.0); PAST D02 (0.0); PAST D04 (0.0); PAST D09 (-0.5); PAST D16 (0.0); PAST D20 (0.0); PAST D23 (0.0); PAST D43 (0.0); PAST D46 (0.0); PAST D51 (0.0); PAST D97 (0.0),,3R,PAST,2,,DLT (17); DRT (25),,PUNT,40,7,PUNT - FC,-31,6,SD,-39,PAST D09,,,,10,,,C,C,,,,,,INPU 15 (RWR); INPU 16 (QB); PAST D09 (LCB),,,,,,,,,,LOLB (0); LILB (3); RILB (4); ROLB (0),,C,C,PAST D09,LWR; SLoWR; SLiWR^; HB-R; RWR^,3x1,TE>SLiWR,3-0-1-1,11,INPU 08; INPU 13; INPU 15; INPU 22; INPU 87,INPU 08 (SLoWR); INPU 13 (LWR); INPU 15 (RWR); INPU 16 (QB); INPU 22 (HB-R); INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG); INPU 87 (SLiWR),INPU 08 (0.0); INPU 13 (0.0); INPU 15 (+0.5); INPU 16 (+0.5); INPU 22 (0.0); INPU 53 (0.0); INPU 63 (0.0); INPU 68 (0.0); INPU 74 (0.0); INPU 75 (0.0); INPU 87 (0.0),,1G,INPU,INPU 15; INPU 87,,5; INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),,1,PAST D09,,7; PAST D00; PAST D02; PAST D04; PAST D09; PAST D16; PAST D23; PAST D43,7,M,INPU 16 (QB),LWR r; SLoWR r; SLiWR r; HB-R fl; RWR 2(1),-; -; -; -; 2,INPU 13 r; INPU 08 r; INPU 87 r; INPU 22 fl; INPU 15 2(1),RWR,INPU 15,COMPLETE,2(1),2R,4; PAST D20 (ROLB); PAST D46 (LOLB); PAST D51 (DRT); PAST D97 (DLT),,38,5R,,,INPU 22,-49,,,,INPU 15; INPU 16,PAST D04 > INPU 13; PAST D09 > INPU 15,,0,,,INPU 16,0,,,0,,HB-R,HB-R (-5),,1; INPU 22 (HB-R),,,,OUTSIDE ZONE,,P,,0,INPU 08* (B:L); INPU 22 (B:B),S,,,,PAST D09,,,,,,-16.5,-11.5,-6.5,16.5,,,1,19
4453648,21589,9/1/2022,2022,1,82512,196,1,1,13:06,13.1,1,,0,0,0,1,3,1,0,,,,0,0,0,0,0,,0,4453616,4453663,,0,0,,8,1,,,0,0,,3,0,INPU 22,7; PAST D00 (03); PAST D20 (33); PAST D23 (30); PAST D43 (21); PAST D46 (06); PAST D51 (16); PAST D91 (25),,,,,LCB (1); FS (15); SCBR (9); RCB (1),LLB (03); LOLB (06); DLT (16); MLB (21); DRT (25); RLB (30); REO (33),4/3/2004,PAST D00 (LLB); PAST D02 (SCBR); PAST D04 (RCB); PAST D09 (LCB); PAST D16 (FS); PAST D20 (REO); PAST D23 (RLB); PAST D43 (MLB); PAST D46 (LOLB); PAST D51 (DLT); PAST D91 (DRT),PAST D00 (0.0); PAST D02 (0.0); PAST D04 (0.0); PAST D09 (0.0); PAST D16 (0.0); PAST D20 (+0.5); PAST D23 (0.0); PAST D43 (0.0); PAST D46 (0.0); PAST D51 (0.0); PAST D91 (+0.5),PAST D91,1G,PAST,10,,DLT (16); DRT (25); REO (33),,PUNT,40,7,PUNT - FC,-31,,,-49,PAST D20,,,,1,,,R,L,,,,,,INPU 22 (HB-L); INPU 63 (RG); INPU 74 (LT); PAST D20 (REO); PAST D91 (DRT),,,,,,,,,,LOLB (0); LLB (5); MLB (4); RLB (3),PAST D20,C,C,INPU 74,LWR^; SLWR; HB-L; TE-R^; RWR,2x2,OL>TE-R,3-0-1-0 (*),10 (*),INPU 08; INPU 13; INPU 15; INPU 22; INPU 64,INPU 08 (SLWR); INPU 13 (LWR); INPU 15 (RWR); INPU 16 (QB); INPU 22 (HB-L); INPU 53 (C); INPU 63 (RG); INPU 64 (TE-R); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),INPU 08 (0.0); INPU 13 (0.0); INPU 15 (0.0); INPU 16 (0.0); INPU 22 (+0.5); INPU 53 (0.0); INPU 63 (0.0); INPU 64 (0.0); INPU 68 (0.0); INPU 74 (-1.0); INPU 75 (0.0),INPU 64,3R,INPU,INPU 13; INPU 64,,,,3b,,,,,,,LWR 2(2); SLWR 0u(-7); HB-L r; TE-R r; RWR r,2; 0; -; -; -,INPU 13 2(2); INPU 08 0u(-7); INPU 22 r; INPU 64 r; INPU 15 r,,,,,,,,,,,,,50,RT,,RT,INPU 22; PAST D20; PAST D91,PAST D04 > INPU 13; PAST D09 > INPU 15,,0,,,INPU 16,0,,,0,,HB-L,HB-L (-6),R,1; INPU 22 (HB-L),,,,POWER,,R,,0,INPU 08* (R:Lx),S,,PAST D91,,PAST D91,,R,,,,-10.5,3.5,17.5,,,,1,15
4453663,21589,9/1/2022,2022,1,82512,218,1,2,12:30,12.5,0,1,0,0,0,1,4,10,0,1,,,0,0,0,0,0,,1,4453648,4453668,,0,0,,9,0,,4.5,1,0,0,0,0,INPU 15,6; PAST D20 (33); PAST D23 (14); PAST D43 (28); PAST D46 (08); PAST D51 (18); PAST D91 (26),,L,,,LCB (5); FS (11); FSR (14); SCBR (5); RCB (3),LOLB (08); LLB (14); DLT (18); DRT (26); RILB (28); ROLB (33),4/2/2005,PAST D02 (FSR); PAST D04 (RCB); PAST D09 (LCB); PAST D16 (FS); PAST D20 (ROLB); PAST D23 (LLB); PAST D25 (SCBR); PAST D43 (RILB); PAST D46 (LOLB); PAST D51 (DLT); PAST D91 (DRT),PAST D02 (0.0); PAST D04 (0.0); PAST D09 (-0.5); PAST D16 (0.0); PAST D20 (0.0); PAST D23 (0.0); PAST D25 (0.0); PAST D43 (0.0); PAST D46 (0.0); PAST D51 (0.0); PAST D91 (0.0),PAST D25,3R,PAST,9,,DLT (18); DRT (26),,PUNT,40,7,PUNT - FC,-31,9,SD,50,PAST D09,,,,10,,,R,L,,,,,,INPU 15 (RWR); INPU 16 (QB); PAST D09 (LCB),,,,,,,,,,LOLB (0); LLB (3); RILB (4); ROLB (1),,C,O,PAST D09,LWR^; SLWR; HB; TE-R^; RWR,2x2,OL>TE-R,3-0-1-0 (*),10 (*),INPU 03; INPU 13; INPU 15; INPU 22; INPU 64,INPU 03 (SLWR); INPU 13 (LWR); INPU 15 (RWR); INPU 16 (QB); INPU 22 (HB); INPU 53 (C); INPU 63 (RG); INPU 64 (TE-R); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),INPU 03 (0.0); INPU 13 (0.0); INPU 15 (+0.5); INPU 16 (+0.5); INPU 22 (0.0); INPU 53 (0.0); INPU 63 (0.0); INPU 64 (0.0); INPU 68 (0.0); INPU 74 (0.0); INPU 75 (0.0),INPU 03,1G,INPU,INPU 13; INPU 64,,6; INPU 53 (C); INPU 63 (RG); INPU 64 (TE-R); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),,1,PAST D09,,7; PAST D02; PAST D04; PAST D09; PAST D16; PAST D23; PAST D25; PAST D43,10,M,INPU 16 (QB),LWR 7i(12); SLWR frxj(-3); HB flh31(-1); TE-R k; RWR xo(10),7; X; H5; -; X,INPU 13 7i(12); INPU 03 frxj(-3); INPU 22 flh31(-1); INPU 64 k; INPU 15 xo(10),RWR,INPU 15,COMPLETE,xo(10),XR,4; PAST D20 (ROLB); PAST D46 (LOLB); PAST D51 (DLT); PAST D91 (DRT),,15,3L,,,INPU 03; INPU 22,40,,,,INPU 15; INPU 16,,,0,,,INPU 16,0,,,0,,HB,HB (-7),,1; INPU 22 (HB),,,,UNDEFINED,,P,,0,INPU 03* (L:R{L}),,,,,PAST D09,,R,,,,-1.5,3.5,13.5,,,1; PAST D09,0,10
4453668,21589,9/1/2022,2022,1,82512,242,1,1,11:52,11.87,1,0,0,0,0,1,5,,0,,,,0,0,0,0,0,,1,4453663,4453677,,0,0,,10,0,,2.7,0,0,,,0,,6; PAST D20 (36); PAST D23 (26); PAST D43 (13); PAST D44 (11); PAST D51 (19); PAST D91 (28),,L,,,LCB (7); SCBL (4); FSL (13); FS (12); RCB (8),LEO (11); LLB (13); DLT (19); RILB (26); DRT (28); ROLB (36),4/2/2005,PAST D02 (FSL); PAST D04 (RCB); PAST D09 (LCB); PAST D16 (FS); PAST D20 (ROLB); PAST D23 (RILB); PAST D25 (SCBL); PAST D43 (LLB); PAST D44 (LEO); PAST D51 (DLT); PAST D91 (DRT),PAST D02 (0.0); PAST D04 (0.0); PAST D09 (0.0); PAST D16 (0.0); PAST D20 (0.0); PAST D23 (0.0); PAST D25 (0.0); PAST D43 (0.0); PAST D44 (0.0); PAST D51 (0.0); PAST D91 (0.0),PAST D44,1G,PAST,10,,LEO (11); DLT (19); DRT (28),,PUNT,40,7,PUNT - FC,-31,0,RR,40,,,,,0,,,L,R,,,IF,,,INPU 16 (QB),,,,,,,,,,LLB (4); RILB (3); ROLB (0),,O,O,INPU 16,LWR^; TE-L; HB-R; SRWR; RWR^,2x2,,3-0-1-1,11,INPU 03; INPU 04; INPU 15; INPU 38; INPU 87,INPU 03 (SRWR); INPU 04 (LWR); INPU 15 (RWR); INPU 16 (QB); INPU 38 (HB-R); INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG); INPU 87 (TE-L),INPU 03 (0.0); INPU 04 (0.0); INPU 15 (0.0); INPU 16 (-0.5); INPU 38 (0.0); INPU 53 (0.0); INPU 63 (0.0); INPU 68 (0.0); INPU 74 (0.0); INPU 75 (0.0); INPU 87 (0.0),INPU 04; INPU 38; INPU 87,3R,INPU,INPU 04; INPU 15,,5; INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),,2b,PAST D43,,7; PAST D02; PAST D04; PAST D09; PAST D16; PAST D20; PAST D23; PAST D43,0,M,INPU 16 (QB),LWR xo(11); TE-L xu(-3); HB-R flh3(-4); SRWR 3(13); RWR 9,X; X; H3; 3; 9,INPU 04 xo(11); INPU 87 xu(-3); INPU 38 flh3(-4); INPU 03 3(13); INPU 15 9,TE-L,INPU 87,INCOMPLETE,xu(-3),SR,4; PAST D25 (SCBL); PAST D44 (LEO); PAST D51 (DLT); PAST D91 (DRT),,39,5R,,,INPU 38,40,,,,,,,0,,,INPU 16,0,,,0,,HB-R,HB-R (-5),,1; INPU 38 (HB-R),,,,OUTSIDE ZONE,,P,,0,INPU 87* (L:R{L}),S,,,,,,L,,,,-15.5,8.5,16.5,,,,0,8
4453677,21589,9/1/2022,2022,1,82512,264,1,2,11:48,11.8,0,0,0,0,0,1,6,,0,,,,0,0,0,0,0,,0,4453668,4453693,,0,0,,11,1,1.7,1.8,0,0,,,0,,6; PAST D20 (33); PAST D23 (26); PAST D43 (17); PAST D44 (10); PAST D51 (16); PAST D91 (25),,R,,,LCB (1); SCBoL (1); SCBiL (9); FS (15); RCB (1),LOLB (10); DLT (16); LILB (17); DRT (25); RILB (26); ROLB (33),4/2/2005,PAST D02 (SCBiL); PAST D04 (RCB); PAST D09 (LCB); PAST D16 (FS); PAST D20 (ROLB); PAST D23 (RILB); PAST D25 (SCBoL); PAST D43 (LILB); PAST D44 (LOLB); PAST D51 (DLT); PAST D91 (DRT),PAST D02 (0.0); PAST D04 (0.0); PAST D09 (+0.5); PAST D16 (0.0); PAST D20 (0.0); PAST D23 (0.0); PAST D25 (0.0); PAST D43 (0.0); PAST D44 (0.0); PAST D51 (0.0); PAST D91 (0.0),,1G,PAST,10,,DLT (16); DRT (25),,PUNT,40,7,PUNT - FC,-31,7,SD,40,,,,,0,,,L,R,,PAST D43,RC,,,INPU 15 (RWR); PAST D09 (LCB); PAST D43 (LILB),,,,,,,,,,LOLB (0); LILB (4); RILB (4); ROLB (0),,C,C,,LWR^; HB-L; SRiWR^; SRoWR; RWR,1x3,TE>SRiWR,3-0-1-1,11,INPU 03; INPU 04; INPU 15; INPU 38; INPU 87,INPU 03 (SRoWR); INPU 04 (LWR); INPU 15 (RWR); INPU 16 (QB); INPU 38 (HB-L); INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG); INPU 87 (SRiWR),INPU 03 (0.0); INPU 04 (0.0); INPU 15 (0.0); INPU 16 (0.0); INPU 38 (0.0); INPU 53 (0.0); INPU 63 (0.0); INPU 68 (0.0); INPU 74 (0.0); INPU 75 (0.0); INPU 87 (0.0),,3R,INPU,INPU 04; INPU 87,,5; INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),,1,PAST D09,,7; PAST D02; PAST D04; PAST D09; PAST D16; PAST D20; PAST D23; PAST D25,18,R,INPU 16 (QB),LWR 2(1); HB-L h3(-5); SRiWR 3(4); SRoWR 9; RWR 9,2; H3; 3; 9; 9,INPU 04 2(1); INPU 38 h3(-5); INPU 87 3(4); INPU 03 9; INPU 15 9,RWR,INPU 15,INCOMPLETE,9,9R,4; PAST D43 (LILB); PAST D44 (LOLB); PAST D51 (DLT); PAST D91 (DRT),HURRY,45,6R,,,,40,,,,PAST D09,PAST D04 > INPU 04; PAST D09 > INPU 15; PAST D25 > INPU 03,PAST D43 (U),0,,,INPU 16,0,PAST D43,,0,,HB-L,HB-L (-5),,1; INPU 38 (HB-L),,,,,,P,,0,INPU 38* (R:B); INPU 87* (L:Rx),S,,,,,,,,PAST D43 (R.B.S) LILB,,-18.5,0.5,5.5,16.5,,,0,5
4453693,21589,9/1/2022,2022,1,82512,286,1,3,11:43,11.72,1,0,1,0,0,1,7,,0,,,,0,0,0,0,0,,0,4453677,4453704,,0,0,,12,0,,2.4,0,0,,,0,,6; PAST D03 (09); PAST D16 (15); PAST D20 (35); PAST D23 (21); PAST D44 (07); PAST D51 (29),INPU 05; INPU 08,L,INPU 87,,LCB (1); SCBL (5); FSL (17); FS (12); RCB (1),LOLB (07); LLB (09); LOLB (15); MLB (21); RE (29); REO (35),3/1/2007,PAST D02 (FSL); PAST D03 (LLB); PAST D04 (RCB); PAST D07 (FS); PAST D09 (LCB); PAST D16 (LOLB); PAST D20 (REO); PAST D23 (MLB); PAST D25 (SCBL); PAST D44 (LOLB); PAST D51 (RE),PAST D02 (0.0); PAST D03 (0.0); PAST D04 (0.0); PAST D07 (0.0); PAST D09 (0.0); PAST D16 (0.0); PAST D20 (0.0); PAST D23 (0.0); PAST D25 (-1.0); PAST D44 (0.0); PAST D51 (0.0),PAST D03; PAST D07,1G,PAST,10,,RE (29); REO (35),,PUNT,40,7,PUNT - FC,-31,9,SD,40,,,,,0,,,L,R,,,OT,,,INPU 16 (QB); PAST D25 (SCBL),,,,,,,,,,LOLB (1); LOLB (0); LLB (4); MLB (1),,O,O,INPU 16; PAST D25,LWR^; HB-L; TE-R; SRWR^; RWR,1x3,,3-0-1-1,11,INPU 05; INPU 08; INPU 13; INPU 22; INPU 87,INPU 05 (RWR); INPU 08 (SRWR); INPU 13 (LWR); INPU 16 (QB); INPU 22 (HB-L); INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG); INPU 87 (TE-R),INPU 05 (0.0); INPU 08 (0.0); INPU 13 (0.0); INPU 16 (-0.5); INPU 22 (0.0); INPU 53 (0.0); INPU 63 (0.0); INPU 68 (0.0); INPU 74 (0.0); INPU 75 (0.0); INPU 87 (0.0),INPU 05; INPU 08; INPU 13; INPU 22,3R,INPU,INPU 08; INPU 13,,5; INPU 53 (C); INPU 63 (RG); INPU 68 (RT); INPU 74 (LT); INPU 75 (LG),,2Mb,PAST D25,PAST D02,7; PAST D02; PAST D03; PAST D04; PAST D07; PAST D09; PAST D23; PAST D25,26,R,INPU 16 (QB),LWR 2(1); HB-L h7s(-4); TE-R k6(4); SRWR 7(11); RWR 3(12),2; 9; 6; 7; 3,INPU 13 2(1); INPU 22 h7s(-4); INPU 87 k6(4); INPU 08 7(11); INPU 05 3(12),SRWR,INPU 08,INCOMPLETE,7(11),7R,4; PAST D16 (LOLB); PAST D20 (REO); PAST D44 (LOLB); PAST D51 (RE),,50,6R,,,,40,,,,,PAST D04 > INPU 13; PAST D09 > INPU 05,,0,,,INPU 16,0,,,0,,HB-L,HB-L (-6),,1; INPU 22 (HB-L),,,,,,P,,0,INPU 22* (B:B),S,,,,,,R,,,,-17.5,5.5,8.5,,,,0,9
4453704,21589,9/1/2022,2022,1,82512,308,1,4,11:37,11.62,0,,0,0,0,,,36,0,,1.63,36,0,0,0,0,0,,0,4453693,4453735,,0,0,1.03,13,0,,,0,0,,,0,,7; PAST 28; PAST 80; PAST D00; PAST D07; PAST D34; PAST D39; PAST D94,,,,,,1-Jun,,PAST 03 (PR); PAST 28 (PDL3); PAST 80 (PDR2); PAST D00 (PLL); PAST D06 (VLi); PAST D07 (PDL2); PAST D09 (VLo); PAST D25 (VR); PAST D34 (PDL4); PAST D39 (PDR1); PAST D94 (PDL1),PAST 03 (0.0); PAST 28 (0.0); PAST 80 (0.0); PAST D00 (0.0); PAST D06 (0.0); PAST D07 (0.0); PAST D09 (0.0); PAST D25 (0.0); PAST D34 (0.0); PAST D39 (0.0); PAST D94 (0.0),,,PAST,10,,,,,,,,,,,40,,,,,36,INPU 04 (GLa); INPU 03 (GRi); INPU D10 (GRox),3.79,L,R,,,,,,INPU S30 (P); INPU S31 (PLS),KTC,36,L,L,INPU S30,DOWNED,A,10,3L,,,,,INPU S30; INPU S31,,,,,,,INPU 03 (GRi); INPU 04 (GL); INPU 87 (PPR); INPU D10 (GRo); INPU D20 (PRG); INPU D21 (PRW); INPU D42 (PRT); INPU D97 (PLG); INPU D99 (PPL); INPU S30 (P); INPU S31 (PLS),INPU 03 (0.0); INPU 04 (0.0); INPU 87 (0.0); INPU D10 (0.0); INPU D20 (0.0); INPU D21 (0.0); INPU D42 (0.0); INPU D97 (0.0); INPU D99 (0.0); INPU S30 (-0.5); INPU S31 (-0.5),,,INPU,INPU S31,2.66,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0,,,,0,,,0,,L;R,,,,,,PAST 03,,,,,0,,,PUNT,,,,,,,,PAST D06 (VLi); PAST D25 (VR); PAST D09 (VLo),,,,,,,0,7
