Playid,Gameid,Gamedate,Gameseason,Week,Gsisgamekey,Gsisplayid,Quarter,Down,Clock,Minutes Left,Blitzdog,Catchable,Deeppass,Defscore,Draw,Drive,Driveplay,Gainloss,Garbagetime,First_Down_Gained,Getofftime,Kickyards,Nohuddle,Noplay,Offformationunbalanced,Offscore,Option,Penaltyyards,Playaction,Previouspffplayid,Nextpffplayid,Returnyards,Score,Screen,Snaptime,Sortorder,Stunt,Timetopressure,Timetothrow,Tricklook,Trickplay,Yardsaftercatch,Yardsaftercontact,2Minute,Ballcarrier,Boxplayers,Bunched,Centerpassblockdirection,Checkroute,Chiproute,Dbdepth,Deffront,Defpersonnel,Defplayers,Defplayersratings,Defsubstitutions,Defsuccess,Defteam,Distance,Dldrop,Dltechniques,Doubleteam,Driveendevent,Driveendfieldposition,Driveendplaynumber,Drivestartevent,Drivestartfieldposition,Dropbackdepth,Dropbacktype,Fieldposition,Firstcontact,Forcedfumble,Fumble,Fumblerecovery,Gainlossnet,Gunners,Hangtime,Hash,Hashdef,Hit,Hurry,Incompletiontype,Injured,Interception,Keyplayers,Kickcontact,Kickdepth,Kickdiractual,Kickdirintended,Kicker,Kickresult,Kicktype,Kickwidth,Kickzone,Lbdepth,Missedtackle,Mofocplayed,Mofocshown,Negativepffgrade,Offformation,Offformationgroup,Offoddities,Offpersonnel,Offpersonnelbasic,Offpersonnelskill,Offplayers,Offplayersratings,Offsubstitutions,Offsuccess,Offteam,Onlos,Operationtime,Passblocking,Passbreakup,Passcoverage,Passcoverage1,Passcoverage2,Passcoverageplayers,Passdepth,Passdirection,Passer,Passpattern,Passpatternbasic,Passpatternbyplayer,Passreceiverpositiontarget,Passreceivertarget,Passresult,Passroutetarget,Passroutetargetgroup,Passrushplayers,Passrushresult,Passwidth,Passzone,Penalty,Pistol,Playactionfake,Playendfieldposition,Poaactual,Poachangereason,Poaintended,Positivepffgrade,Press,Pressuredetail,Pumpfake,Puntrush,Pursuit,Qb,Qbmovedoffspot,Qbpressure,Qbpressureallowed,Qbreset,Qbscramble,Rbalignment,Rbdepth,Rbdirection,Rbsinbackfield,Retdirectionintended,Returndirection,Returner,Runconceptprimary,Runconceptsecondary,Runpass,Sack,Scoredifferential,Shiftmotion,Shotgun,Specialteamstype,Stop,Stsafeties,Tackle,Tackleassist,Tealignment,Touchdown,Unblockedpressure,Vise,Wralignment,Contested,Runpassoption,Playclock
4445096,21580,8/27/2022,2022,0,82421,37,1,0,15:00,15.00,0,,0,0,0,,,55,0,,,55,0,0,0,0,0,,0,,4445111,,0,0,,1,0,,,0,0,,,0,,,,,,,,5-May,,ILNW 01 (L2); ILNW 04 (L3); ILNW 07 (R3); ILNW 11 (R5); ILNW D02 (R1); ILNW D03 (L5); ILNW D13 (R2); ILNW D20 (L1); ILNW D37 (L4); ILNW D57 (R4); ILNW S90 (PK),ILNW 01 (0.0); ILNW 04 (0.0); ILNW 07 (0.0); ILNW 11 (0.0); ILNW D02 (0.0); ILNW D03 (0.0); ILNW D13 (0.0); ILNW D20 (0.0); ILNW D37 (0.0); ILNW D57 (0.0); ILNW S90 (-0.5),,,ILNW,0,,,NEUN D05 (RF2); NEUN D08 (RF1); ILNW 04 (L3),,,,,,,,-35,,,,,40,,3.86,L,R,,,,,,ILNW S90 (PK),,55,C,C,ILNW S90,FAIR CATCH,D,28,4,,,,,ILNW S90,,6-0-3,,,,,NEUN 03 (KR); NEUN 09 (LF2); NEUN 14 (LF1); NEUN 16 (KFB); NEUN D05 (RF2); NEUN D08 (RF1); NEUN D31 (LB); NEUN D33 (RF3); NEUN D37 (LF3); NEUN D56 (MB); NEUN D97 (RB),NEUN 03 (0.0); NEUN 09 (0.0); NEUN 14 (0.0); NEUN 16 (0.0); NEUN D05 (0.0); NEUN D08 (0.0); NEUN D31 (0.0); NEUN D33 (0.0); NEUN D37 (0.0); NEUN D56 (0.0); NEUN D97 (0.0),,,NEUN,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,0,,,,0,,,0,,,,,,,,NEUN 03,,,,,0,,,KICKOFF,,2; ILNW D02 (R1); ILNW D03 (L5),,,,,,,,,0,
4445137,21580,8/27/2022,2022,0,82421,263,1,1,12:41,12.68,0,,0,7,0,1,1,0,0,,,,0,0,0,0,0,,0,4445133,4445142,,0.07,0,,12,0,,,1,0,,1,0,ILNW 26,8; NEUN D02 (38); NEUN D08 (05); NEUN D28 (17); NEUN D42 (27); NEUN D44 (11); NEUN D72 (22); NEUN D82 (15); NEUN D99 (29),,,,,LCB (4); FS (13); RCB (2),LLB (05); LOLB (11); LE (15); LILB (17); NT (22); RILB (27); RE (29); ROLB (38),4/3/2004,NEUN D00 (LCB); NEUN D01 (FS); NEUN D02 (ROLB); NEUN D06 (RCB); NEUN D08 (LLB); NEUN D28 (LILB); NEUN D42 (RILB); NEUN D44 (LOLB); NEUN D72 (NT); NEUN D82 (LE); NEUN D99 (RE),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D02 (0.0); NEUN D06 (0.0); NEUN D08 (+0.5); NEUN D28 (0.0); NEUN D42 (0.0); NEUN D44 (+0.5); NEUN D72 (+0.5); NEUN D82 (0.0); NEUN D99 (-0.5),DRIVE START,1G,NEUN,10,,LE (15); NT (22); RE (29),,PUNT,48,8,KICKOFF - FC,-25,,,-25,NEUN D08,,,,0,,,R,L,,,,,,ILNW 69 (C); ILNW 77 (LT); ILNW 87 (TE-oR); NEUN D08 (LLB); NEUN D44 (LOLB); NEUN D72 (NT); NEUN D99 (RE),,,,,,,,,,LOLB (0); LLB (2); LILB (4); RILB (4); ROLB (1),,C,C,ILNW 69; ILNW 87; NEUN D99,LWR^; HB; TE-iR; TE-oR^; RWR,1x3,,2-0-1-2,12,ILNW 06; ILNW 17; ILNW 26; ILNW 87; ILNW 88,ILNW 03 (QB); ILNW 06 (RWR); ILNW 17 (LWR); ILNW 26 (HB); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT); ILNW 87 (TE-oR); ILNW 88 (TE-iR),ILNW 03 (0.0); ILNW 06 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (0.0); ILNW 69 (-0.5); ILNW 76 (0.0); ILNW 77 (+0.5); ILNW 87 (-0.5); ILNW 88 (0.0),DRIVE START,3R,ILNW,ILNW 17; ILNW 87,,,,3,,,,,,,,,,,,,,,,,,,,,,-25,LT,,LT,ILNW 77; NEUN D08; NEUN D44; NEUN D72,NEUN D06 > ILNW 17,,0,,,ILNW 03,0,,,0,,HB,HB (-8),R,1; ILNW 26 (HB),,,,INSIDE ZONE,SPLIT,R,,-7,ILNW 06* (R:L{R}),,,NEUN D08,,NEUN D08,,R;R,,,,LWR^(-14.5); RWR(+9.5),,0,
4445142,21580,8/27/2022,2022,0,82421,285,1,2,12:12,12.20,0,1,0,7,0,1,2,15,0,1,,,0,0,0,0,0,,1,4445137,4445143,,0.07,0,,13,0,,2.9,0,0,0,0,0,ILNW 06,6; NEUN D02 (10); NEUN D28 (16); NEUN D42 (26); NEUN D44 (35); NEUN D82 (17); NEUN D99 (25),,R,,,LCB (2); FSL (12); FSR (11); SCBR (4); RCB (3),LEO (10); LILB (16); DLT (17); DRT (25); RILB (26); ROLB (35),3/3/2005,NEUN D00 (LCB); NEUN D01 (FSR); NEUN D02 (LEO); NEUN D06 (RCB); NEUN D08 (FSL); NEUN D23 (SCBR); NEUN D28 (LILB); NEUN D42 (RILB); NEUN D44 (ROLB); NEUN D82 (DLT); NEUN D99 (DRT),NEUN D00 (0.0); NEUN D01 (-0.5); NEUN D02 (+0.5); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D23 (-0.5); NEUN D28 (0.0); NEUN D42 (0.0); NEUN D44 (0.0); NEUN D82 (0.0); NEUN D99 (0.0),NEUN D23,3R,NEUN,10,,LEO (10); DLT (17); DRT (25),,PUNT,48,8,KICKOFF - FC,-25,7,SD,-25,,,,,15,,,R,L,,,,,,ILNW 03 (QB); ILNW 06 (SLWR); ILNW 76 (RT); NEUN D01 (FSR); NEUN D02 (LEO); NEUN D23 (SCBR),,,,,,,,,,LILB (5); RILB (5); ROLB (0),,O,O,ILNW 76; NEUN D01; NEUN D23,LWR^; SLWR; HB-L; TE-R^; RWR,2x2,HB>RWR,2-0-2-1,21,ILNW 04; ILNW 06; ILNW 17; ILNW 26; ILNW 87,ILNW 03 (QB); ILNW 04 (HB-L); ILNW 06 (SLWR); ILNW 17 (LWR); ILNW 26 (RWR); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT); ILNW 87 (TE-R),ILNW 03 (+0.5); ILNW 04 (0.0); ILNW 06 (+0.5); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (0.0); ILNW 69 (0.0); ILNW 76 (-0.5); ILNW 77 (0.0); ILNW 87 (0.0),ILNW 04,1G,ILNW,ILNW 17; ILNW 87,,5; ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT),,4,NEUN D01,NEUN D23,7; NEUN D00; NEUN D01; NEUN D06; NEUN D08; NEUN D23; NEUN D28; NEUN D42,15,L,ILNW 03 (QB),LWR 9; SLWR 3(14); HB-L h7(0); TE-R 4(9); RWR xd(3),9; 3; H7; 4; X,ILNW 17 9; ILNW 06 3(14); ILNW 04 h7(0); ILNW 87 4(9); ILNW 26 xd(3),SLWR,ILNW 06,COMPLETE,3(14),3R,4; NEUN D02 (LEO); NEUN D44 (ROLB); NEUN D82 (DLT); NEUN D99 (DRT),,2,2L,,,,-40,,,,ILNW 03; ILNW 06; NEUN D02,NEUN D00 > ILNW 26,NEUN D02 (O) ILNW 76,0,,,ILNW 03,0,,,0,,HB-L,HB-L (-6),,1; ILNW 04 (HB-L),,,,UNDEFINED,,P,,-7,,S,,,,,,R,,,,LWR^(-19.5); SLWR(-7.5); RWR(+17.5),,0,17
4445143,21580,8/27/2022,2022,0,82421,309,1,1,11:38,11.63,0,,0,7,0,1,3,4,0,,,,0,0,0,0,0,,0,4445142,4445147,,0.07,0,,14,0,,,0,0,,3,0,ILNW 26,6; NEUN D28 (27); NEUN D42 (16); NEUN D44 (38); NEUN D72 (22); NEUN D82 (14); NEUN D99 (29),,,,,LCB (8); SCBL (4); FSL (12); FS (12); RCB (2),LE (14); LILB (16); NT (22); RILB (27); RE (29); ROLB (38),4/3/2004,NEUN D00 (LCB); NEUN D01 (FS); NEUN D02 (SCBL); NEUN D06 (RCB); NEUN D08 (FSL); NEUN D28 (RILB); NEUN D42 (LILB); NEUN D44 (ROLB); NEUN D72 (NT); NEUN D82 (LE); NEUN D99 (RE),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D02 (0.0); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D28 (0.0); NEUN D42 (0.0); NEUN D44 (0.0); NEUN D72 (0.0); NEUN D82 (+0.5); NEUN D99 (0.0),NEUN D72,2A,NEUN,10,,LE (14); NT (22); RE (29),,PUNT,48,8,KICKOFF - FC,-25,,,-40,NEUN D02,,,,4,,,L,R,,,,,,ILNW 76 (RT); NEUN D82 (LE),,,,,,,,,,LILB (5); RILB (5); ROLB (0),,O,O,ILNW 76,LWR^; HB; TE-R^; SRWR; RWR,1x3,OL>TE-R,3-0-1-0 (*),10 (*),ILNW 06; ILNW 17; ILNW 26; ILNW 75; ILNW 80,ILNW 03 (QB); ILNW 06 (SRWR); ILNW 17 (RWR); ILNW 26 (HB); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 75 (TE-R); ILNW 76 (RT); ILNW 77 (LT); ILNW 80 (LWR),ILNW 03 (0.0); ILNW 06 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (0.0); ILNW 69 (0.0); ILNW 75 (0.0); ILNW 76 (-0.5); ILNW 77 (0.0); ILNW 80 (0.0),ILNW 75; ILNW 80,2A,ILNW,ILNW 75; ILNW 80,,,,6R,,,,,,,,,,,,,,,,,,,,P,,-44,RT,,RT,NEUN D82,,,0,,,ILNW 03,0,,,0,,HB,HB (-7),R,1; ILNW 26 (HB),,,,MAN,,R,,-7,,S,,NEUN D02,,NEUN D02,,R,,,,LWR^(-10.5); SRWR(+7.5); RWR(+15.5),,0,3
4445147,21580,8/27/2022,2022,0,82421,331,1,2,11:06,11.10,1,1,0,7,0,1,4,6,0,1,,,0,0,0,0,0,,0,4445143,4445149,,0.07,0,,15,0,1.3,1.5,0,0,1,0,0,ILNW 80,5; NEUN D02 (09); NEUN D28 (37); NEUN D32 (35); NEUN D82 (18); NEUN D99 (27),ILNW 26; ILNW 80,R,,,LCB (2); SCBoL (5); SCBiL (5); FSL (14); SCBR (1); RCB (8),LOLB (09); DLT (18); DRT (27); ROLB (35); RLB (37),3/3/2005,NEUN D00 (LCB); NEUN D01 (RCB); NEUN D02 (LOLB); NEUN D06 (SCBR); NEUN D08 (FSL); NEUN D23 (SCBoL); NEUN D28 (RLB); NEUN D32 (ROLB); NEUN D42 (SCBiL); NEUN D82 (DLT); NEUN D99 (DRT),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D02 (0.0); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D23 (0.0); NEUN D28 (+0.5); NEUN D32 (0.0); NEUN D42 (0.0); NEUN D82 (0.0); NEUN D99 (0.0),NEUN D23; NEUN D32,3R,NEUN,6,,DLT (18); DRT (27),,PUNT,48,8,KICKOFF - FC,-25,7,SD,-44,,,,,6,,,L,R,,NEUN D28,,,,NEUN D28 (RLB),,,,,,,,,,LOLB (0); RLB (3); ROLB (0),,C,C,,LWR; SLWR^; SRiWR; SRoWR; RWR^,2x3,HB>SLWR; TE>SRiWR,3-0-1-1,11,ILNW 06; ILNW 17; ILNW 26; ILNW 80; ILNW 87,ILNW 03 (QB); ILNW 06 (SRoWR); ILNW 17 (RWR); ILNW 26 (SLWR); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT); ILNW 80 (LWR); ILNW 87 (SRiWR),ILNW 03 (0.0); ILNW 06 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (0.0); ILNW 69 (0.0); ILNW 76 (0.0); ILNW 77 (0.0); ILNW 80 (0.0); ILNW 87 (0.0),ILNW 87,1G,ILNW,ILNW 17; ILNW 26,,5; ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT),,1b,NEUN D01,,6; NEUN D00; NEUN D01; NEUN D06; NEUN D08; NEUN D23; NEUN D42,5,L,ILNW 03 (QB),LWR 3(4); SLWR 2(1); SRiWR 6(6); SRoWR 6(6); RWR 6(7),3; 2; 6; 6; 6,ILNW 80 3(4); ILNW 26 2(1); ILNW 87 6(6); ILNW 06 6(6); ILNW 17 6(7),LWR,ILNW 80,COMPLETE,3(4),3R,5; NEUN D02 (LOLB); NEUN D28 (RLB); NEUN D32 (ROLB); NEUN D82 (DLT); NEUN D99 (DRT),HURRY,2,2L,,,,50,,,,NEUN D28,NEUN D00 > ILNW 17; NEUN D06 > ILNW 26,NEUN D28 (U),0,,,ILNW 03,0,NEUN D28,,0,,EMPTY,,,,,,,,,P,,-7,,S,,,,NEUN D01,,,,NEUN D28 (L.B.O) RLB,,LWR(-15.5); SLWR^(-13.5); SRiWR(+1.5); SRoWR(+9.5); RWR^(+16.5),,0,15
4445149,21580,8/27/2022,2022,0,82421,355,1,1,10:40,10.67,0,,0,7,0,1,5,3,0,,,,0,0,0,0,0,,0,4445147,4445151,,0.07,0,,16,0,,,0,0,,3,0,ILNW 26,7; NEUN D02 (03); NEUN D28 (28); NEUN D32 (34); NEUN D42 (17); NEUN D72 (21); NEUN D82 (15); NEUN D99 (29),,,,,LCB (3); SSL (10); FSR (11); RCB (3),LOLB (03); SSL (10); LE (15); LILB (17); NLT (21); RILB (28); RE (29); REO (34),4/3/2004,NEUN D00 (LCB); NEUN D01 (FSR); NEUN D02 (LOLB); NEUN D06 (RCB); NEUN D08 (SSL); NEUN D28 (RILB); NEUN D32 (REO); NEUN D42 (LILB); NEUN D72 (NLT); NEUN D82 (LE); NEUN D99 (RE),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D02 (0.0); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D28 (+0.5); NEUN D32 (+0.5); NEUN D42 (0.0); NEUN D72 (0.0); NEUN D82 (0.0); NEUN D99 (0.0),NEUN D72,2A,NEUN,10,,LE (15); NLT (21); RE (29); REO (34),,PUNT,48,8,KICKOFF - FC,-25,,,50,NEUN D28,,,,3,,,L,R,,,,,,ILNW 55 (RG); ILNW 87 (TE-L); NEUN D28 (RILB); NEUN D32 (REO),,,,,,,,,,LOLB (1); LILB (5); RILB (5),,O,O,ILNW 87,LWR^; TE-L; HB; TE-R^; RWR,2x2,OL>TE-R,2-0-1-1 (*),11 (*),ILNW 17; ILNW 26; ILNW 75; ILNW 80; ILNW 87,ILNW 03 (QB); ILNW 17 (RWR); ILNW 26 (HB); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 75 (TE-R); ILNW 76 (RT); ILNW 77 (LT); ILNW 80 (LWR); ILNW 87 (TE-L),ILNW 03 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (0.0); ILNW 69 (0.0); ILNW 75 (0.0); ILNW 76 (0.0); ILNW 77 (0.0); ILNW 80 (0.0); ILNW 87 (-0.5),ILNW 75,2A,ILNW,ILNW 75; ILNW 80,,,,6R,,,,,,,,,,,,,,,,,,,,P,,47,LT,FORCED,LE,NEUN D28; NEUN D32,,,0,,,ILNW 03,0,,,0,,HB,HB (-7),L,1; ILNW 26 (HB),,,,COUNTER,,R,,-7,,S,,NEUN D28,,NEUN D28,NEUN D32,L;R,,,,LWR^(-18.5); RWR(+13.5),,0,8
4445151,21580,8/27/2022,2022,0,82421,377,1,2,9:58,9.97,0,,0,7,0,1,6,,0,,,,0,1,1,0,0,-5,0,4445149,4445153,,0.07,0,,17,0,,,0,0,,,0,,8; NEUN D06 (31); NEUN D28 (21); NEUN D32 (05); NEUN D42 (11); NEUN D44 (35); NEUN D72 (18); NEUN D82 (11); NEUN D99 (28),,,,,LCB (2); SCBL (4); FS (13),LOLB (05); LLB (11); LEO (11); DLT (18); MLB (21); DRT (28); RLB (31); ROLB (35),3/4/2004,NEUN D00 (LCB); NEUN D01 (FS); NEUN D06 (RLB); NEUN D08 (SCBL); NEUN D28 (MLB); NEUN D32 (LOLB); NEUN D42 (LLB); NEUN D44 (ROLB); NEUN D72 (DLT); NEUN D82 (LEO); NEUN D99 (DRT),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D28 (0.0); NEUN D32 (0.0); NEUN D42 (0.0); NEUN D44 (0.0); NEUN D72 (0.0); NEUN D82 (0.0); NEUN D99 (0.0),NEUN D44,,NEUN,8,,LEO (11); DLT (18); DRT (28),,PUNT,48,8,KICKOFF - FC,-25,,,47,,,,,-5,,,L,R,,,,,,ILNW 68 (LG),,,,,,,,,,LOLB (0); LLB (5); MLB (4); RLB (5); ROLB (0),,,,ILNW 68,FB-R; HB-R; TE-R^; SRWR^; RWR,0x3,OL>TE-R; TE>FB-R,2-0-1-1 (*),11 (*),ILNW 06; ILNW 17; ILNW 26; ILNW 75; ILNW 87,ILNW 03 (QB); ILNW 06 (SRWR); ILNW 17 (RWR); ILNW 26 (HB-R); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 75 (TE-R); ILNW 76 (RT); ILNW 77 (LT); ILNW 87 (FB-R),ILNW 03 (0.0); ILNW 06 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (-1.0); ILNW 69 (0.0); ILNW 75 (0.0); ILNW 76 (0.0); ILNW 77 (0.0); ILNW 87 (0.0),ILNW 06,,ILNW,ILNW 06; ILNW 75,,,,,,,,,,,,,,,,,,,,,,,ILNW 68 FST,,,-48,,,,,NEUN D00 > ILNW 17,,0,,,ILNW 03,0,,,0,,HB-R; FB-R,HB-R (-6); FB-R (-4),,2; ILNW 26 (HB-R); ILNW 87 (FB-R),,,,,,X,,-7,,S,,,,,,R,,,,SRWR^(+5.5); RWR(+13.5),,0,6
4445153,21580,8/27/2022,2022,0,82421,400,1,2,9:34,9.57,0,1,0,7,0,1,7,0,0,,,,0,0,0,0,0,,0,4445151,4445155,,0.07,0,,18,1,2.3,4,0,0,0,0,0,ILNW 17,6; NEUN D06 (32); NEUN D28 (21); NEUN D32 (08); NEUN D44 (39); NEUN D82 (16); NEUN D99 (25),,C,,,LCB (9); SCBoL (5); SCBiL (5); FSL (13); FSR (11),LOLB (08); DLT (16); MLB (21); DRT (25); RLB (32); ROLB (39),2/4/2005,NEUN D00 (LCB); NEUN D01 (FSR); NEUN D06 (RLB); NEUN D08 (FSL); NEUN D23 (SCBoL); NEUN D28 (MLB); NEUN D32 (LOLB); NEUN D42 (SCBiL); NEUN D44 (ROLB); NEUN D82 (DLT); NEUN D99 (DRT),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D23 (0.0); NEUN D28 (0.0); NEUN D32 (0.0); NEUN D42 (0.0); NEUN D44 (0.0); NEUN D82 (0.0); NEUN D99 (0.0),NEUN D23,1G,NEUN,13,,DLT (16); DRT (25),,PUNT,48,8,KICKOFF - FC,-25,7,SR,-47,,,,,0,,,L,R,,NEUN D82,,,,ILNW 03 (QB); NEUN D82 (DLT),,,,,,,,,,LOLB (0); MLB (2); RLB (3); ROLB (0),,C,O,,TE-L^; HB-L; SRiWR; SRoWR^; RWR,1x3,,3-0-1-1,11,ILNW 06; ILNW 17; ILNW 26; ILNW 80; ILNW 87,ILNW 03 (QB); ILNW 06 (SRiWR); ILNW 17 (RWR); ILNW 26 (HB-L); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT); ILNW 80 (SRoWR); ILNW 87 (TE-L),ILNW 03 (0.0); ILNW 06 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (0.0); ILNW 68 (0.0); ILNW 69 (0.0); ILNW 76 (0.0); ILNW 77 (0.0); ILNW 80 (0.0); ILNW 87 (0.0),ILNW 80,3R,ILNW,ILNW 80; ILNW 87,,5; ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT),,3,NEUN D23,,7; NEUN D00; NEUN D01; NEUN D06; NEUN D08; NEUN D23; NEUN D42; NEUN D44,0,R,ILNW 03 (QB),TE-L 4o(13); HB-L h9(-2); SRiWR xd(5); SRoWR 9so; RWR 6(6),4; H9; X; 9; 6,ILNW 87 4o(13); ILNW 26 h9(-2); ILNW 06 xd(5); ILNW 80 9so; ILNW 17 6(6),RWR,ILNW 17,COMPLETE,6(6),SA,4; NEUN D28 (MLB); NEUN D32 (LOLB); NEUN D82 (DLT); NEUN D99 (DRT),HURRY,52,7R,,,,-47,,,,,,NEUN D82 (CU) ILNW 03,0,,,ILNW 03,1,NEUN D82,ILNW 03,0,,HB-L,HB-L (-6),,1; ILNW 26 (HB-L),,,,,,P,,-7,,S,,,,,,L,,,,SRiWR(+3.5); SRoWR^(+9.5); RWR(+16.5),,0,6
4445155,21580,8/27/2022,2022,0,82421,424,1,3,8:58,8.97,0,1,0,7,0,1,8,4,0,,,,0,0,0,0,0,,0,4445153,4445159,,0.07,0,,19,1,2.9,3.1,0,0,1,0,0,ILNW 17,4; NEUN D02 (36); NEUN D32 (07); NEUN D44 (28); NEUN D99 (16),,L,,,LCB (9); SCBL (5); FSL (12); FSR (13); SCBiR (5); SCBoR (5); RCB (2),LOLB (07); DLT (16); DRT (28); ROLB (36),2/4/2005,NEUN D00 (LCB); NEUN D01 (FSR); NEUN D02 (ROLB); NEUN D06 (RCB); NEUN D08 (FSL); NEUN D23 (SCBL); NEUN D28 (SCBoR); NEUN D32 (LOLB); NEUN D42 (SCBiR); NEUN D44 (DRT); NEUN D99 (DLT),NEUN D00 (0.0); NEUN D01 (0.0); NEUN D02 (0.0); NEUN D06 (0.0); NEUN D08 (0.0); NEUN D23 (0.0); NEUN D28 (+0.5); NEUN D32 (0.0); NEUN D42 (0.0); NEUN D44 (0.0); NEUN D99 (+0.5),NEUN D02,1G,NEUN,12,,DLT (16); DRT (28),,PUNT,48,8,KICKOFF - FC,-25,9,SD,-48,NEUN D28,,,,4,,,R,L,,NEUN D99,,,,ILNW 17 (SRWR); ILNW 55 (RG); NEUN D28 (SCBoR); NEUN D99 (DLT),,,,,,,,,,LOLB (0); ROLB (0),,O,O,ILNW 55,LWR^; SLoWR; SLiWR; SRWR^; RWR,3x2,HB>RWR; TE>SLiWR,3-0-1-1,11,ILNW 06; ILNW 17; ILNW 26; ILNW 80; ILNW 87,ILNW 03 (QB); ILNW 06 (SLoWR); ILNW 17 (SRWR); ILNW 26 (RWR); ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT); ILNW 80 (LWR); ILNW 87 (SLiWR),ILNW 03 (0.0); ILNW 06 (0.0); ILNW 17 (0.0); ILNW 26 (0.0); ILNW 55 (-0.5); ILNW 68 (0.0); ILNW 69 (0.0); ILNW 76 (0.0); ILNW 77 (0.0); ILNW 80 (0.0); ILNW 87 (0.0),,3R,ILNW,ILNW 17; ILNW 80,,5; ILNW 55 (RG); ILNW 68 (LG); ILNW 69 (C); ILNW 76 (RT); ILNW 77 (LT),,4,NEUN D28,,7; NEUN D00; NEUN D01; NEUN D06; NEUN D08; NEUN D23; NEUN D28; NEUN D42,3,M,ILNW 03 (QB),LWR 9o; SLoWR 9s; SLiWR 4(9); SRWR xd(3); RWR 2(1),9; 9; 4; X; 2,ILNW 80 9o; ILNW 06 9s; ILNW 87 4(9); ILNW 17 xd(3); ILNW 26 2(1),SRWR,ILNW 17,COMPLETE,xd(3),XR,4; NEUN D02 (ROLB); NEUN D32 (LOLB); NEUN D44 (DRT); NEUN D99 (DLT),HURRY,22,4,,,,48,,,,NEUN D28; NEUN D99,NEUN D06 > ILNW 80,NEUN D99 (B) ILNW 55,0,,,ILNW 03,0,NEUN D99,ILNW 55,0,,EMPTY,,,,,,,,,P,,-7,,S,,NEUN D28,,NEUN D28,,,,,,LWR^(-16.5); SLoWR(-8.5); SLiWR(-0.5); SRWR^(+16.5); RWR(+20.5),1; NEUN D28,0,1
